text	label	proposed_label	confidence	final_label
Redatelj : Steven S . DeKnight	1			
RedateljTim Miller	1			
S druge strane , nemanja romantike bi mogla biti dobro jer ne bi smetalo dijelom “ odnosa ” i usredotoèeno je samo na istrage .	2	1	0.1393994671456785	2
Uglavnom , sve se vrti oko kapetana Robinsona , koji , nakon što je dobio otkaz na poslu u velikoj kompaniji , saznaje za koordinate i lokaciju izgubljenog blaga u dubinama Crnog mora koje je nekad davno Staljin slao Hitleru kako bi zaustavio ratovanja .	1			
Oèajnièki kreæu u potragu za novim izlazom .	0	1	0.11080622857871401	1
Vizualno je i serija pomalo mješovita .	1			
Ocjena : 5 / 10	1			
Moj konaèni rezultat za “ Godless ” je 9,85 / 10 .	1			
smatrao se Jessicinim asistentom i pomogao joj u obavljanju nekog posla na zemlji .	1			
Ali kad je um u svijetu , to ide iz frustrirajuæe u veliku opasnost za sam život .	0	1	0.13092025046173075	1
Vidjet æe to za nekoliko mjeseci .	1			
Odluèan je da poštuje zakon i štiti koje voli , Douglas istražuje ubojstvo i suoèava se s ozbiljnim spletkama .	1			
Trailer :	1			
Netflix zapadnjaèke miniserije ?	1			
Glavne uloge Glumci : Andrea Arcangeli , Demetra Avincola , Francesco Di Napoli , Marianna Fontana , Emilio De Marchi , Simon Rizzoni.Giuseppe Schillaci	1			
Redatelj : Anna Boden , Ryan Fleck	1			
Tenet je fascinantan i uzbudljiv znanstveno-fantastièni triler potkrijepljen Nolanovom velikom vizijom akcije i snažnim izvedbama glumaèke ekipe .	2			
Koji su se takoðer pojavljivali u ovom filmu kao drugaèiji likovi .	1			
Em se bavi temom koja mene užasno zanima , em dolazi od reditelja koji je u zadnja dva filma zamalo uništio svoju reputaciju ali su najavili ‘ Marsovca ’ kao njegov povratnièki film , pa je marketing bio i više neophodan , a dobre kritike su veæ odradile pola posla .	2	1	0.24895431318593456	2
Monsterverse koji je prvi put osnovan 2014 . godine na Godzilli , od tada se proširio na èetiri filma , ukljuèujuæi Godzilla vs Kong , koji vidi naslovne likove zakljuèane u epskom sukobu koji spaja odvojene likove i razne niti radnje .	1	0	0.35550643070540594	1
U ovom trenutku , film je prikupio preko 733 miliona dolara širom svijeta na budžet od 58 miliona .	2	1	0.15259586248149903	1
Redatelj : David Yates	1			
Zajedno s instruktorom maèevanja Saulom Silvom ( Robert James-Collier – Downtown Abbey TV serija itd . )	1	2	0.3605724520017447	1
” Dawn of the Planet of the Apes ” je nevjerovatno ostvarenje , koje skoro u svakom pogledu ispunjava svoj zadatak ne ostavljajuæi prostora lošim stvarima i manama .	2			
Ocjena 8 / 10	2	1	0.10405108312239991	2
Na Metacriticu ima rezultat od 86 / 100 .	1			
Titlovan Trailer Filma :	1			
Pa tako u uvodnim scenama imamo prebacivanje s akcijske scene u kojoj su naoružani specijalci , na scenu veèere i nazad , to traje punih desetak minuta .	1			
se vratio u svoju domovinu Wakanda zajedno sa svojim povjerljivim povjerenikom Okoye ( Danai Gurira – All Eyez On Me , The Walking Dead TV series itd . )	1			
On ima najgore crte u najgorim scenama filma , a njegovi su dostavi to .	0	1	0.06178423709049823	0
Sve u svemu , osjetio sam da bi za novu seriju Star Trek najvjerojatnije mogao privuæi novu publiku , osobito s intenzitetom , preokretom i prilièno aktualnom temom .	2	1	0.1963351827318309	2
Èinilo se da mu je lik dodan samo radi zabave ( iako je pružio nekoliko kratkih smiješnih izjava ) i imao je vrlo mali utjecaj .	0			
Njegova najnovija ponuda , Tenet , trebala je biti najnovija u rastuæem nizu zadivljujuæih uspješnica , ali njezino je izdanje poremetila tekuæa pandemija .	0	1	0.17423831958238584	1
Datum izlaska : 25 June 1982 ( USA )	1			
Žanr : Avantura , Biografski , Drama	1			
Žanr : Drama | Historija | Recenzija Serija	1			
Ono što ga razlikuje je to što je umjesto britanske ili hollywoodske produkcije na Romulusu izravno radila Italija , tako da se može reæi da je bliži autentiènosti njegove izvorne povijesti .	2			
Moja je odluka pala na ovu seriju koja je prièala prièu o klasiènom Èarobnjaku iz Oza .	1			
Obrazovanje na putevima Republike od tetke Lydia ( Ann Dowd ) , žene se uèe da je smrt društva bila posljedica terorista , homoseksualaca i promiskuta svih .	1	0	0.28210038374115665	1
Trajanje filma : 01 : 00 : 00	1			
Pobješnjeli Max : Divlja cesta ( 2015 )	1			
da zaštiti Dani .	1			
John Connor šalje Kyle Reese nazad u prošlost , taènije u 1984 . godinu kako bi spasio Sarah Connor , ali tamo ništa nije kako je on oèekivao .	1			
Pilotska epizoda poèela je uvoðenjem Davida Hallera ( Dan Stevens – Beauty and the Beast , Downton Abbey TV series ) od mlade dobi do vremena kada je bio primljen u psihijatrijsku bolnicu zbog nervnog sloma i dijagnosticiran kao shizofren .	1			
sada je bila sretno udana žena za koledž profesora nazvan Jacob ( Mark Feuerstein – TV serije Royal Pains itd . )	2			
Pošto sam sinoæ rano legao , a onda me jedan poziv probudio oko ponoæi , poslije nisam nikako mogao oka sklopiti .	0	1	0.08339722900344837	1
Napomena : Recenzija sadrži elemente zapleta i završetka filma	1			
Sve ste ih mogli vidjeti u ovoj prvoj i jedinoj sezoni .	1			
Samo malo slomljen .	0	1	0.0628387863870641	0
Film æu olako uporediti sa filmom ‘ Battle : Los Angeles ” koji je sam film prepun pokreta , no slièan film katastrofe , koji æe olako kupiti publiku i dopustiti im da se uz njega vežu za likove i èak zaplaèu , je film ‘ The Impossible ’ , kojeg ste možda èak i gledali a èija recenzija ima na mom blogu .	1	2	0.2510521950596512	2
Godina : 2020	1			
Finale je bilo prilièno spektakularno , ali dovoljno smiješno da me podsjetilo na velikog superheroja iz Marvelovog natjecatelja zbog svoje posebne sposobnosti .	2	1	0.25550584746525434	2
U filmu æe takoðer biti prikazane nevjerovatne borbe Konga s drugim èudovištima .	1			
Problem je nastao kad je baka poèela pokazivati simptome bolesti CO - 23 .	0	1	0.15348403707849373	1
Bliss ( 2021 )	1			
Da li je Jake mogao pronaæi problem i riješiti ga ? ?	1			
Sa stvarno visokim oèekivanjima i s razmišljanjem da li æe ovo zaista ispasti prava stvar , kao fini zavšretak 2014te godine i kao šlag na tortu , usudio sam se i izgledao sam ostvarenje do kraja .	2			
Zašto to ?	1			
Veliki gradovi postaju mrtvi gradovi zbog potpunog zakljuèavanja u svim regijama .	0	1	0.18032533090541517	1
Ova serija treba biti klasificirana za odrasle .	1			
Sofija Hublitz i Skylar Gaertner kao Martyina djeca doista su dobri u ulogama , prolazeæi kroz neke zanimljive situacije / vlastite lukove kroz cijelu sezonu .	2	1	0.25740337952789766	2
U ovom filmu jak dojam ostavljaju i sam Hiddlestone , te Luke Evans , Irons i Moss , što znaèi da je reditelj barem po tom pitanju , èvrsto držao kormilu i palicu i uradio zavidan posao s performansima , ali to je samo jedan segment filma od mnogobrojnih .	2			
Èetiri poznata maðionièara i iluzionista koji se jednim imenom zovu ‘ Horseman ’ , moraju izvesti skoro nemoguæu pljaèku za jednog luðaka iz svijeta tehnologije .	1			
Ocjena na IMDb.com mu je osrednjih 6,4 / 10 a na Tomatoesima zavidnih 70% .	1			
Nije bila teška drama , samo kratka ljubavna scena i mislim da je prilièno siguran da ga cijela obitelj vidim .	1			
Vrlo je zanimljivo vidjeti sve stvari s kojima smo upoznati imaju tehnološka rješenja koja su uèinkovita kao dnevni zdravstveni protokol , poput skeniranja na viruse pomoæu aplikacije i skeniranja na UV svjetlost kao dezinficijens u svakom domu .	2	1	0.22278147299697149	2
Cartoon Network æe prikazati ThunderCats Roar u nekom neodreðenom trenutku ove godine .	1			
Datum izlaska : 28 .	1			
Godina 2015	1			
U kinima od :	1			
Ocjena na IMDb.com mu je zavidnih 8,2 / 10 što ga smješta na 161 . mjesto poznate top 250 liste .	1			
Marin Ireland igra Juliju , “ roðakinju ” našeg glavnog lika .	1			
Sezona koji imamo ovdje je mirnije i ozbiljnija .	1			
Kao što se neki sjeæaju dobrih vremena u Jugoslaviji , oni pravi filmaši sjeæaju se perioda kad je Sandler snimao dobre i zapravo , smiješne filmove i kada je važio za omiljenog komièara , a onda , pod utjecajem neèega , ne znam èega ( možda mraènih sila ) on prelazi na visokobudžetne filmove pune smeæa i idiotizma vjerovatno love radi .	0			
Hoæe li ruska vlada i vojska moæi održati mir , tako da vanzemaljci poprave svoj svemirski broj i napuste zemlju bez rata ? ?	1			
2	1			
Trust je isprièana tijekom deset epizoda i dok se neki dijelovi povremeno mogu osjeæati kao punilo , svaka se epizoda èini da služi svrsi i uspijeva isprièati prièe o nekoliko likova , što jako dobro balansira privlaènu dramu i humor .	2	1	0.288296284968588	2
Dakle , s tim velikim imenima , nije bilo èudo što je serija bila prilièno uspješna .	1			
U kinima od :	1			
Bez obzira što ima potencijal , nije ga iskoristio i nema dalje .	0	1	0.13977907743228335	0
Zajedno s dijalogom i brojnim korištenim policijskim slengovskim izrazima , Unbelievable prikriva svoje izlaganje na prilièno pametne naèine .	2	1	0.2576908312157019	2
Sada se Roy skriva u gradu zvanom La Belle , gradu u kojem žive žene .	1			
Trajanje filma : 01 : 00 : 00	1			
Nikakvi neoèekivani obrati , ništa vanserijsko i ništa vrijedno pamæenja i spominjanja .	0	1	0.05719732653225955	0
Nisam ga ni planirao pogledati jer oni koji me ikol ’ ko vjerno prate znaju koji sam protivnik filmova o superherojima i tim stvarima .	0			
Ocjena Serije : 4 / 5	1			
Prvi put za ovih šest i po godina blogovanja i kritikovanja filmova pišem o jednoj seriji , taènije mini-seriji koja se prikazivala u osam epizoda i to èisto da razbijem monotoniju , uvedem neku svježinu i proširim krug èitalaca .	1			
Ali kasnije æe se otkriti kako æe dogaðaj imati velik znaèaj za ono što se dogodilo sljedeæe .	1			
Trajanje filma : 02 : 53 : 00	1			
Trajanje filma : 02 : 00 : 00	1			
Sa obeæavajuæim poèetkom koji je dao naslutiti apsurdnu , suludu , besmislenu ali humoristiènu zabavu koja je ispala upravo sve to , film mogu proglasiti relativno uspješnim .	2	0	0.3714455587463227	2
Ocjena na IMDb.com mu je 7 / 10 , a na Tomatoesima solidnih 63% .	2			
Westworld ( 2016 )	1			
Joe ” , ” Step Up 2 ” , ” Step up 3D ” , ” Justin Bieber : Never Say Never ” , ” Jem and the Holograms ” i nažalost , evo èitam , priprema nam i treæi dio ove bedastoæe o kojoj upravo razglabah .	0	2	0.2629002288966144	0
Žanr Akcija , Avantura , SF	1			
Ali ne iz razloga jer je rijeè npr . o filmu godine , o nezaboravnom iskustvu , ne , ništa tako .	1	2	0.24249242098493534	1
Ruff usmjerava iz scenarija Arah Amela koji je prethodno napisao Grace of Monaco ( 2014 ) .	1			
kako bi joj pomogli da privremeno umre i urade snimanje aktivnosti mozga .	1			
Zemlja : USA	1			
I ova istraživanja su vrlo zanimljiva i odlièno se uklapaju u misteriju o ovom cerebralnom ubojstvu .	2			
Serija se usredotoèila na svog djeda Seg-El ( Cameron Cuffe ) èija je obiteljska kuæa El bila oduzeta .	1			
Ako ste uživali u Cosmosu 2014 . , sigurno æete uživati u ovome .	2	1	0.2167132731776866	2
Arrow je takoðer prièao prièu o Oliver Queen koja se vratila nakon 5 godina nestanka i dogodila se milijarderu .	1			
David odmah se zaljubljuje u nju i oni su postali privrženi jedno drugome sve dok Sydney nije pustena iz bolnice .	2	1	0.15590731063138977	1
Osim tih uèenika , postojala je i nova vila po imenu Beatrix ( Sadie Soverall ) koja je znala za povijest Alfea .	1			
Bilo je super svjetlo , bez teških komplikacija da razumijete ( osim možda kvantne stvarnosti koja je bila pomalo komplicirana ) i definitivno uživati u zabavnom filmu Marvel superheroja .	2			
Ako budete oèekivali da æete vidjeti dugu igru plana za bjekstvo .	1			
Datum izlaska : 29 .	1			
No , od epizode 6 pa nadalje , prièa je ponovno podigla tempo i imali smo nekoliko poteza koji su me doista iznenadili .	2	1	0.2154684150794041	2
( TV SERIES ) Jessica Jones ( Sezona 2 ) 2018 Recenzija Serije	1			
David odmah se zaljubljuje u nju i oni su postali privrženi jedno drugome sve dok Sydney nije pustena iz bolnice .	2	1	0.1698301107613858	1
Brilijantno se uspijeva uhvatiti u koštac s dramskim temama kao što su rasizam , korupcija i ubojstvo djece , a da pritom ne žrtvuju izvanredne i jedinstvene osjeæaje prve sezone .	2	1	0.23981994116728889	2
Glavne uloge : Jack O ’ Connell , Michelle Dockery .	1			
Redatelj : Gareth Edwards	1			
Da bude razuman , smislen i da poštuje zakone fizike itd .	1			
Majmuni , Trilogija , Jaka .	1			
Dakle , ako tražite seriju o potrazi za blagom s nekoliko zavoja i više se fokusirate na akcije , onda bi vas ovo vjerojatno moglo zadovoljiti .	2	1	0.2453511840583688	2
Alita : Anðeo borbe ( 2019 )	1			
Ubrzo , njihov odnos poèinje lièiti kao odnos izmeðu oca i sina i njih dvojica postaju pravi avanturisti i putujuæi kroz vrijeme , shvataju važnost i ljepotu sadašnjosti .	2	1	0.1564269411838537	1
Gore spomenuti Pixarov èarobni dodir – njihova vještina balansiranja komedije i tragedije – u ovom filmu ponovno je nepostojeæa .	0			
Prije nego što se dotaknem èitave prièe o Maxu , želim napomenuti da sam sam sebi poklonio gledanje ovog filma u kinu u REAL 3D-u jer mi za par minuta nastupa dvadeseti roðendan , pa konta : šta bi bilo bolje od toga da se iskljuèim iz buke i galame iz okoline i uðem na dva svijeta u novi svijet pun zabave , ludila i napetosti i vjerujte da nisam mogao skontati bolji poklon .	2	1	9,92E-85	2
Domaæi prevod naslova filma The Human Race , po svemu sudeæi bi trebao glasiti Ljudska trka .	1			
Hrvatska 05.07.2018 .	1			
Barem kad vidimo horizont ili pratimo likove na ulicama , sve izgleda jako slièno sci-fi klasiku Ridley Scott .	1			
Ocjena ovom specijalu na IMDb.com je 8,4 / 10 a na Tomatoesima solidnih 64% .	1			
Imao je dinosaoruse i Chris Pratta ali ja æu opet radije pohvaliti ovaj kojeg upravo odgledah nego sve njih jer se doista potrudio da na barem na tren donese sjaj devedesetih .	2			
Kada je rijeè o najboljim emisijama 2018 , Maniac mora biti u raspravi .	1			
Žanr : Krimi | Triler | Drama | Recenzija Serija	1			
Kako bi izbjegao da ih odvedu u Q-zone , Nico se utrkuje s vremenom pokušavajuæi nedopušteno dobiti žutu narukvicu .	0	1	0.18746174418644948	1
Pohvala za soundtrack i impresivne efekte .	2	1	0.10422548051295454	2
Redatelj : Gareth Edwards	1			
Oh , i ja ovdje imam snažan osjeæaj za strip .	1			
Proteklih godina , veæina èlanova Avengers-a veæ je doživela uspeh .	2	1	0.20520121735839886	2
Katniss se sada nalazi u Distriktu 13 nakon što je jednom zauvijek uništila Igre .	1			
Konaèno je došao jedan dan za obaveza za mene pa sam na tapetu stavio dva , tri filma , èisto da ostanem aktuelan , a sada vam donosim osvrt o filmu kojeg sam vam neki dan spominjao , pišuæu recenziju za ‘ Knock Knock ’ wanna be horor Eli Rotha , Ovo je njegov film snimljen još prije dvije godine ali koji je zbog problema u post-produkciji , tek nedavno doživio premijeru , stoga on je ove godine imao , pa malte ne , dva filma zaredom .	1			
I Speiser je zaista dobar u ulozi .	2	1	0.19273028635387365	2
Kin je znaèajni debi braæe Jonathana i Josha Bakera , temeljenog na kratkom filmu Bag Man .	2	1	0.27141952386162876	1
Žanr : Akcija | Avantura | Komedija | Recenzija Serija	1			
On svojom pojavom i naèinom interpretacije osvaja i žensku i mušku publiku ali pošto se film ne zove Loki , kako je ime njegovog lika , nego Thor , red je da kažem nešto i o njemu .	2			
Godina 2016	1			
Nije bilo pozadine o tome kako je Eter postavljen i njegova funkcija , tako da prvih deset minuta pokušavam shvatiti kako to funkcionira .	0			
U pratnji Evine kæerke Crystal , on ide na Kanarske otoke kako bi se našao s Eva i Maddie .	1			
Svi likovi , ukljuèujuæi i Lightninga , potpuno su bezlièni , a glasovi neinspirirani .	0			
Meðutim , ako ste zainteresirani samo za tamnu superherojsku prièu s dubljom prièom , onda vjerojatno pripadate istoj grupi kao i ljudi na poznatoj web stranici kritièara filma i ne biste uživali u ovoj seriji .	0			
Trajanje filma : 02 : 36 : 00	1			
Poruka iz prošlosti koja dolazi do agenta 007 , usko je vezana za novu zloèinaèku organizaciju Spectre i on mora krenuti na put potrage za zloèincima , dok se sama tajna agencija bori da ne bude ugušena od stran države .	1			
Radnja se bavi tinejdžerom Zachom koji dolazi sa svojom majkom iz New Yorka u malo predgraðe kako bi oboje pokušali prebroditi smrt njegovog oca odnosno muža njegove majke .	1			
Trenutno teži više od 73 miliona dolara na nepoznat budžet .	1			
Kolovoz 2015 .	1			
Trailer :	1			
Godina 2015	1			
Meðutim , takoðer sam smatrao da ova serija ima snažan psihološki triler koji bi objasnio spor tempo razvoja prièe .	1			
Znamo da je atmosfera metan , znamo da je izuzetno hladno .	1			
Bilo je prilièno puno sluèajeva kad bih se nasmijao ili se barem nasmiješio zbog njihovih smiješnih napomena ( moj osobni omiljeni lik bio je Cliff ) .	2			
Producent : James Cameron , Laeta Kalogridis	1			
Zvuèni zapis posebno mi je drag .	2	1	0.15043871854426752	2
Izmeðu svojih kreativaca i zvijezde Sandre Bullock , film je prilièno složen s talentom i èini ( uglavnom ) vrijedan žanrovski film .	2	1	0.17396423187527224	2
Elliot Alderson ( Rami Malek ) i njegova grupa anti-kapitalisticke slobode hakera poznata kao “ fsociety ” .	1			
Zbog prirode ovih dviju vremenskih linija , neizvjesni æe se dio osjetiti tokom trenutaène vremenske linije jer bi postojao osjeæaj hitnosti i žurbe za rješavanjem eksplozije .	1			
Obožavatelji Nolanovog prethodnog rada , oni koji uživaju u opojnoj znanstvenoj fantastici i opæa publika znatiželjna je da vidi što redatelj sprema , izvuæi æe nešto iz toga .	2	1	0.1710452257615046	2
Epizoda : 12	1			
Meðutim , to ga znatno udaljava od onoga po èemu je njegova liènost upravo i prepoznatljiva , nekontrolisanost i potpuna nekooperativnost .	0	1	0.17839646979680052	1
Detalji o djelu su rijetki , ali prema Groeningu serija æe biti o životu , ljubavi i “ kako se smijati u svijetu punom patnji i idiota , unatoè onome što vam kažu starješine , èarobnjaci i drugi kreteni . ”	1			
Muziku za “ Altered Carbon ” sastavio je Jeff Russo , èovjek koji je takoðer radio muziku za “ Fargo ” i “ Legion ” ( dvije izvrsne emisije ) .	2	1	0.26522462427902926	2
Istrebljivaè ( 1982 )	0	1	0.04134089533491587	1
Svaka epizoda je postavljena uglavnom na isti naèin , što èini ovu emisiju lakom za ulazak i izlazak .	2			
Za dvoje vrlo talentiranih glumaca Lawerence i Pratt stvarno nisu imali hemije .	0	1	0.1353843491617304	0
Ty je pošao u školu svetog Sebastijana gdje bi ponekad tražio savjet od sveæenika Franciska Delgada ( Jaime Zevallos ) .	1			
I ovaj je imao sliènu formulu za koju sam mislio da je pravi uspjeh .	2	1	0.23745073614354834	2
12 koja je bila super , ali je uèinila 13tu .	2	1	0.22316714638888896	1
U njenoj glavi situacija izgleda beznadežno dok osjeæaj Radost ne odluèi preuzeti kontrolu male Riley i dovesti sve u red .	1			
Locke & Key ( Sezona 1 ) 2020 ( TV SERIES ) Recenzija Serije	1			
Bilo je toliko mnogo akcijskih scena da ih je gubitak raèunati .	1			
U meðuvremenu , kompulzivni kockar pod nazivom Tu Sigu ( veteran Tony Leung Chiu-Wai – Hero , Lust , Caution itd . )	1			
Geneva Robertson-Dworet , Roy Thomas	1			
U svakom sluèaju , za one koji žele vidjeti lagani film o tinejdžerima sa super moæima ( ali ne i superjunaka ) , to bi mogao biti alternativni izbor .	1			
Od onoga što sam shvatio , uskoro æe se pojaviti i druga sezona .	1			
Dobro , nije u pitanju tako loš film , nego jednostavno , kad shvatite da je film koji je apsolutno uraðen bez imalo stila i ljubavi , onda æete i vi nakon gledanja ostati poprilièno ravnodušni .	1			
Reditelj filma je Johnathan Liebsman , koji je režirao filmove kao što su ‘ Darkness Falls ” , ” Tekskaški masakr motornom pilom : Poèetak ” , ” Battle Los Angeles ” , ” The Killing Room ” i ‘ Wrath of the Titans ” .	1			
Žanr : ZF , Triler , Filmovi 2018	1			
Nema podataka o zaradi jer … .	1			
Podupiruæa muzika je divna i kada se istraži , pokazat æe se zanimljivijom u usporedbi s glavnim likovima .	2			
Trajanje filma : 02 : 01 : 00	1			
I Maria Sunderland ( Virginia Madsen – Candyman , Sideways itd . )	1			
Možda je malo pokasno sa recenzijom , s obzirom da je film izašao još u novembru , ali nikada nije kasno za onoga koga zanima moje mišljenje ali i za tvrdokorne fanove ’ Igara ’ .	1	2	0.42371575602107725	1
Zato ne oèekujte vrstu kakvu biste vidjeli u filmovima Marvel .	1			
Moje osobno mišljenje , djeca ukljuèena u poèetku bila su distrakcija ( ukljuèujuæi Izabella ) , a neke od Autorobota & Deceptions manje uloge nisu bile zanimljive .	0	1	0.08549492148377227	0
Avion 7500 kreæe iz Los Angelesa prema Tokiju i spreman je za desetosatno putovanje , no smrt jednog od putnika pokreæe lavinu pitanja na koje niko nema odgovora .	1			
Datum izlaska : Episode aired 1 January 2016	1			
Trajanje filma : 02 : 01 : 00	1			
Datum izlaska : 24 April 2017	1			
Tu nastaje prvi problem o kojem sam ranije pisao , a to je nerazraðena i nedovoljna karakterizacija likova .	0	1	0.2258405010719221	0
Apsolutni je mrzovoljac , ali takoðer možete reæi da je u njemu ostalo nešto dobroga , negdje skriveno ispod gutljaja , koksa i jackasseryja .	1			
Nemojte me prijavljivati policiji jer vjerujem da æe se slièan osjeæaj javiti kod vas .	1			
Preokret je u tome što je djeèak kojeg Adam udara i ubija sin Jimmyja Baxtera ( Michael Stuhlbarg , Boardwalk Empire ) , zloglasnog gospodara kriminala .	0	1	0.18792865696253236	1
Iako je Kateina prièa bila u redu , meni se osobno više svidjelo kad je sudjelovala u otkrivanju misterija .	2			
I baš kao što sam mislio , seriju nisu voljeli kritièari koji su voljeli Luke Cage ( nema iznenaðenja ) .	1	2	0.4113292559316832	1
Cha-Cha Mary J . Blige je agent s izvanrednim vještinama borbe koje , vjerujte mi , ne biste željeli osobno testirati .	1			
Nakon 9 godina invazije vanzemaljaca 2019 . godine svijet je bio pod kontrolom zakonodavaca ( predstavnik vanzemaljaca na zemlji ) .	1			
Akcijske sekvence ovdje su bile apsolutno uzbudljive , intenzivne i uvelike uèinjene .	2			
Jednostavno je postalo teško pronaæi razlog za brigu o Nadiji ili njezinim problemima , što je rezultiralo nedostatkom emocionalnog ulaganja ne samo prema njenom karakteru , veæ i cijeloj predstavi .	0	1	0.14000471929204	0
Kao i emocionalni trenutak u sredini koji je malo utjecao na moju djevojku .	2			
B i H 27.02.2020 .	1			
Nije iznenaðujuæe , novi film u velikoj mjeri se oslanja na CGI jer ima èudesne životinje , koje su stvarno èudesne i ne mogu se docarati na drugi nacin .	2	1	0.21230195290215434	2
Ocjena Filma : 4 / 5	1			
Nova družina nije bas dobrodošla u novom okruženju ali kada pomognu mladom braènom paru da prevaziðu neke probleme sve je drugaèije .	1			
Trailer Serije Eite sezona 2 :	1			
Ako , tražite jedinstvenu prièu s vanzemaljcima u pozadini , onda bi vam preporuèio da je pogledate .	2	0	0.2877201540167896	2
Reditelj je vjerovatno oèekivao da æe biti spektakularno , a zauzvrat smo dobili samo ‘ SPE ’ .	0	1	0.12191105797993157	0
Takoðer , želim spomenuti Esai Morales koji se u sezoni prikazuje na nekoliko taèaka kao Del glavni gangster koji Martyev novac .	1			
Redatelj : Peyton Reed	1			
Naglasak Stevea Carella je smiješan , a uživam gledati kako lik provodi zle planove .	1			
Trajanje epozoda : 42 min	1			
Trailser Serije :	1			
Odigrane igre bile su stvarne , a spomenuti pojmovi stvarni ( i sam mogu malo igrati pa sam razumio neke pojmove ) .	1			
Tko zna , mogao bi vas iznenaditi bas kao sto je uèinio meni .	2	1	0.15552186913796404	2
Kripton – Krypton ( Sezona 1 ) 2018 ( TV SERIES ) Recenzija Serije	1			
) , njih troje morali su izbjeæi zarobljavanje od vojske i Decepticona .	1			
Njemaèka serija koju sam gledao i moram reæi da ih jako volim .	2	1	0.18373957772477195	2
Sveukupno , ako ste ljubitelj mraène serije Marvel i želite da vidite drugaèiju vrstu heroja .	1			
) , Oliver Platt ( Casanova , 2012 itd .	1			
Universal je prije objavljivanja knjige omoguæio filmska prava , a èak je i IT helmeru Andyu Muschiettiju dodao da se u jednom trenutku usmjerava .	2	1	0.1771794207141573	1
Uhvaæen izmeðu toga da bude provokativna misao , vizualno upeèatljiva znanstveno-fantastièna romansa , Bliss se bori da kohezivno poveže ova dva koncepta .	0	1	0.1555948801642631	0
Onda imamo Valorie Curry kao Dot , Arthurovu sestru .	1			
Mislim da nema odrasle osobe koja ne zna za ovaj legendarni dvojac , odnosno trojac i da su svi barem jednom u svom djetinjstvu gledali ovaj crtaæ .	2			
Vizualni efekti na vrhuncu , interesantan i drži pažnju do kraja , ali naprosto ne donosi ništa van svog vremena i bez obzira u kolika se go * na uvalio botanièar Watney , svejedno osjeæate tokom èitavog filma biti spašen , što pokazuje koliko je predvidljiv , a gdje i ne bio bio kada ništa ne ostavlja mašti , a potencira uveliko naciju Amerike i njihovu ujedinjenost kada je u pitanju samo jedan èovjek , pa makar on bio hiljadama kilometara udaljen od njih .	1			
Hajde .	1			
Ali , šta je tu je , nema vraæanja unazad .	1			
Naime ljudske borce zamijenili su borbeni roboti kojima upravljaju ljudi .	1			
Bilo je i nekoliko prizora koji su bili prilièno smiješni .	2	1	0.24397679432515676	2
Sjajno je vidjeti da ovaj prekrasan kontinent dobiva i dosta zasluženog vremena za emitiranje , a neki od snimaka koji su uspostavili izvrstan posao vizualiziraju koliko je zapanjujuæa Južna Afrika .	2	1	0.1603823132169223	2
Imajuæi to na umu , i stavljajuæi ih zajedno u jedan film sta bi trebali zakljuèiti na prvu ?	1			
Nažalost , filmski scenarij nije u stanju iskoristiti sve ovo èineæi prièu koja je barem razumna ( logièna ) .	1			
Shvatio sam koliko smo daleko došli iz starih 80 - ih ( The Next Generation ) i serije Star Trek iz 60 - ih ( 70 - ih ) .	2			
The Snow Queen 3	1			
I ovdje postoje neki sjajni segmenti flashback-a , pri èemu svaka epizoda uoblièava drugaèiji lik i gravitira drami oko njih .	2			
Za gotovo 2 sata filma , film uopæe nije dosadio niti je požurivao .	2	1	0.20821011089284294	2
Dakle , zaobilazak .	0	1	0.04704314497289112	1
Redatelj : Fyodor Bondarchuk	1			
Ocjena na IMDb.com mu je 7,5 / 10 a na Tomatoesima zavidnih 82% .	2			
Glavne uloge : Kevin Bacon , Aldis Hodge , Jonathan Tucker , Mark O ’ Brien , Jill Hennessy , Cathy Moriarty , Rory Culkin , Amanda Clayton .	1			
Sluèaj je ponovo težak i neobjašnjiv ali ne i nerješiv .	1			
Izbor da se ovaj film predstavi brzim narativnim ritmom èini da se radnja dinamièno kreæe .	2			
Ali znate li da je Anna Paquin , sa 9 ili 11 godina , ne sjeæam se sad , dobila Oskara , a mala Abigail Breslin je dobila nominaciju , isto tako u tim godinama .	2			
Lipanj 2014 .	1			
moram reæi da zvuèni efekti nisu previše bili spektakularni .	0	1	0.1368660270225886	0
Politièka previranja u skupini Osvetnika i pojava nekih ljudi iz prošlosti dovode do sukoba tima Kapetana Amerike i Iron Mana .	1			
Godina : 2017	1			
Trajanje filma : 02 : 52 : 00	1			
Posebno s politièkim nemirima koji su se tada dogodili u izmišljenom londonskom gradu .	0	1	0.18252720117996776	1
Glavne uloge : Elijah Wood , Rainn Wilson , Alison Pill	1			
U zakljuèku , “ Umbrella Academy ” je serija puna akcije i svega što vaše srce možda želi vidjeti u modernoj seriji .	2	1	0.13672300188779402	2
Žanr Akcija , Fantazija , SF	1			
Dokaz da se film nije nešto naroèito proslavio , jeste svakako , jedva nadoknaðen budžet , koji je iznosio 50 miliona dolara , a film je zaradio nešto malo iznad 78 .	0	1	0.08545938337062738	1
Trailer Serije :	1			
Trajanje filma : 01 : 46 : 00	1			
Ocjena : 4 / 10	1			
